,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,date_hour,temp,clouds,pressure,rain,humidity,wind,hour,date,day,product,product_Accessible,product_Basic,product_Lux,product_SUV,product_Sedan,product_Shared,product_XL
3652,3.26,Uber,West End,Fenway,22.0,1.0,27d87510-c6da-4689-b89c-c70ffb88ccd6,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:15.06.22,39.64,0.28,991.79,0.0,0.65,8.4,15,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
3845,2.8,Lyft,West End,Northeastern University,19.5,1.0,c99cee67-7f77-4c49-af88-1da0f9c31473,lyft_premier,Lux,2018-11-28:22.32.09,39.99,0.8,994.69,0.0,0.66,10.01,22,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
3420,3.07,Lyft,Northeastern University,West End,19.5,1.0,329094ed-21b6-4f57-a0c4-616dc29a694f,lyft_premier,Lux,2018-11-29:01.59.52,38.42,0.55,997.77,0.0,0.7,10.25,1,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
2240,0.99,Uber,Financial District,Haymarket Square,15.0,1.0,299898cd-a102-40ea-8769-b97328682560,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:10.32.07,32.74,0.15,991.4,0.0,0.85,6.42,10,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
197,1.92,Uber,Northeastern University,Beacon Hill,10.5,1.0,ef9887ba-3b41-47fc-917f-35bbbe069ab2,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:16.02.07,41.07,0.62,991.56,0.0,0.62,9.9,16,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
2621,0.88,Lyft,Haymarket Square,West End,10.5,1.0,52ac9c64-b9bb-4e65-b8b7-d0a7966c1d28,lyft_plus,Lyft XL,2018-11-28:17.32.07,41.4,0.86,991.66,0.0,0.64,9.92,17,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
1512,1.09,Lyft,Financial District,North End,26.0,1.0,e7ce612f-e425-46cb-9caa-b1c9a6c1b291,lyft_luxsuv,Lux Black XL,2018-11-26:21.35.09,44.6,0.92,1009.04,0.003,0.86,9.46,21,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
1175,1.3,Lyft,Beacon Hill,Haymarket Square,16.5,1.0,f9cfdf9d-c1d7-46e1-9d3d-be73e39b8093,lyft_lux,Lux Black,2018-11-28:13.32.07,37.96,0.55,991.82,0.0,0.69,6.72,13,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
2626,3.1,Lyft,Northeastern University,West End,34.0,1.0,75d0c32c-10bf-4e5a-9946-dc1a4ebb4a3e,lyft_luxsuv,Lux Black XL,2018-11-28:17.32.07,41.4,0.86,991.66,0.0,0.64,9.92,17,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
785,0.76,Lyft,Haymarket Square,West End,27.5,1.0,b4fe0789-5dc4-4cb6-99d5-b2ec05528fcf,lyft_luxsuv,Lux Black XL,2018-11-28:15.02.07,39.55,0.26,991.73,0.0,0.65,8.17,15,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
1632,2.95,Lyft,Theatre District,Boston University,16.5,1.0,a9b6d9a2-384e-4ce8-a2ef-c206a6cff59f,lyft_plus,Lyft XL,2018-11-29:08.53.00,37.7,0.63,1001.84,0.0,0.69,9.95,8,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
3166,0.56,Uber,Haymarket Square,North Station,27.5,1.0,0f29d8f6-d64b-434b-8161-d3f6d45b0730,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:23.49.34,39.33,0.86,995.9,0.0,0.66,10.4,23,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
1184,0.51,Lyft,North Station,Haymarket Square,5.0,1.0,f9143e94-60ae-453f-8f95-e4d54190a51b,lyft_line,Shared,2018-11-28:13.32.07,37.96,0.55,991.82,0.0,0.69,6.72,13,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
1323,0.39,Uber,South Station,Financial District,8.5,1.0,34804598-d24f-4976-aad1-bf1680547a4a,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:00.45.22,38.87,0.04,992.1,0.0,0.73,7.53,0,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
1547,1.07,Lyft,North End,West End,7.0,1.0,267a933b-1a99-4ad5-af15-b8f47c478bbc,lyft,Lyft,2018-11-29:01.02.08,38.61,0.7,997.12,0.0,0.71,9.92,1,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
1754,0.54,Uber,Financial District,South Station,4.5,1.0,e2972a53-bed6-4d74-a9e5-3a1e0ba71d61,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:00.45.22,38.83,0.04,992.11,0.0,0.73,7.52,0,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
2930,3.36,Lyft,Northeastern University,North Station,16.5,1.0,e66cbe1f-b67a-4dbd-afcc-fb4b010cafe4,lyft_plus,Lyft XL,2018-12-14:01.45.03,30.07,0.79,1035.03,0.0,0.69,2.28,1,2018-12-14,Friday,XL,0,0,0,0,0,0,1
1952,1.97,Uber,Northeastern University,Beacon Hill,25.0,1.0,8d6800c3-d797-481a-a128-4fe3e64d55ff,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:10.32.07,32.83,0.16,991.41,0.0,0.85,6.38,10,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
600,2.31,Lyft,Haymarket Square,Back Bay,9.0,1.0,e5658719-cc9e-4f32-9eec-ec6a5c0792be,lyft,Lyft,2018-11-28:14.02.08,38.38,0.49,991.66,0.0,0.67,11.43,14,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
2132,3.16,Lyft,North End,Back Bay,11.0,1.0,d92f9cb4-8c5e-4944-a7d4-a7ac0fe3f54c,lyft,Lyft,2018-11-28:17.02.07,41.38,0.92,991.5,0.0,0.63,9.22,17,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
3156,1.5,Lyft,Back Bay,Boston University,9.0,1.25,8388ee6d-f4ac-498f-b1a8-a401266d20da,lyft,Lyft,2018-12-01:04.53.01,34.22,0.82,1018.72,0.0,0.76,3.75,4,2018-12-01,Saturday,Basic,0,1,0,0,0,0,0
1881,0.71,Lyft,West End,Haymarket Square,5.0,1.0,025da098-f897-4cfb-aa13-891471ba1470,lyft_line,Shared,2018-11-28:23.02.09,39.94,0.98,995.03,0.0,0.64,10.02,23,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
1459,2.66,Uber,Theatre District,Fenway,17.5,1.0,8724f5c1-1295-4f96-b888-e5a34fe4504d,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-27:02.15.22,44.11,1.0,1003.08,0.117,0.91,13.58,2,2018-11-27,Tuesday,XL,0,0,0,0,0,0,1
1804,1.72,Lyft,South Station,West End,9.0,1.0,44ac72b3-f252-47d7-89e2-2c7ead57f12d,lyft,Lyft,2018-11-26:06.49.04,41.07,0.98,1014.35,0.0,0.92,1.8,6,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
1382,3.34,Lyft,Northeastern University,North Station,32.5,1.0,85953902-afea-4a07-ab41-640a431c7123,lyft_luxsuv,Lux Black XL,2018-11-29:05.17.39,37.89,0.46,999.23,0.0,0.7,10.11,5,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
1817,2.45,Uber,Theatre District,Boston University,30.5,1.0,63b767dc-c561-4cea-929d-853d497af151,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-12-03:14.53.02,52.71,0.74,999.96,0.0,0.86,6.51,14,2018-12-03,Monday,SUV,0,0,0,1,0,0,0
1427,0.71,Lyft,Haymarket Square,North Station,10.5,1.0,1341ef21-1c71-40ed-b85b-08d878e79289,lyft_plus,Lyft XL,2018-11-29:00.02.08,39.14,0.82,996.07,0.0,0.67,10.7,0,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
3267,1.65,Uber,Beacon Hill,North End,9.0,1.0,6f35c316-aa3e-4c86-92c5-813ca4a0066d,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:22.32.09,40.1,0.8,994.64,0.0,0.66,10.1,22,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
3275,1.75,Lyft,Theatre District,North End,9.0,1.0,5cac5689-9b86-4172-93cd-baf610bc8ed7,lyft,Lyft,2018-11-26:09.29.09,40.91,1.0,1014.75,0.0,0.93,1.16,9,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
448,2.6,Uber,Back Bay,Haymarket Square,19.5,1.0,8ad85bc2-390c-421b-9aee-ca020fef9257,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:23.53.40,39.3,0.85,995.95,0.0,0.66,10.54,23,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
968,4.48,Uber,Fenway,Financial District,13.0,1.0,2be27da6-ddfa-4b3a-8d01-5ef84f1cfa91,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:11.06.24,33.78,0.37,990.68,0.0,0.8,6.63,11,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
2113,2.37,Uber,Fenway,Beacon Hill,30.5,1.0,d637f161-dd1c-4b86-b235-4b895162ccac,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:11.05.10,40.18,0.97,1015.27,0.0,0.94,2.35,11,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
3345,0.56,Uber,Haymarket Square,North Station,27.5,1.0,eb25f40e-00a4-4e17-a6d3-50abc4c46966,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:01.32.07,38.31,0.64,997.4,0.0,0.73,10.09,1,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
3667,1.94,Uber,Theatre District,Northeastern University,19.0,1.0,f6668ca9-59c2-4ef4-96a7-5099d0f8568f,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26:14.05.09,42.44,0.91,1014.84,0.0088,0.91,2.25,14,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
1105,3.44,Uber,Back Bay,South Station,12.0,1.0,a9d5b18c-007d-432b-af49-7969c7a76a53,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:01.02.08,36.8,0.71,997.12,0.0,0.76,10.01,1,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
3529,3.44,Uber,Back Bay,South Station,9.0,1.0,6b7cf1c5-ad06-4d42-925f-199db966486f,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:22.42.25,45.49,0.97,1007.96,0.0092,0.84,9.74,22,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
1260,0.56,Lyft,North Station,Haymarket Square,9.0,1.0,b9d0f6c2-7b1f-424f-96f5-e0eba4b438c4,lyft_plus,Lyft XL,2018-11-29:00.37.34,38.54,0.76,996.77,0.0,0.69,11.05,0,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
3239,2.98,Uber,Theatre District,Boston University,8.5,1.0,50ab8933-e4e7-4d6b-810e-aaffe25238cd,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:04.41.37,40.66,0.86,1014.17,0.0,0.92,2.57,4,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
3711,1.3,Uber,Theatre District,South Station,27.5,1.0,4537ef35-a809-4b5c-a57e-a76672d66057,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:02.07.18,38.6,0.51,997.89,0.0,0.7,10.47,2,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
940,3.22,Uber,North Station,Northeastern University,11.5,1.0,298bb86d-3392-4008-8dc2-a3ae4acaff05,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:17.02.08,41.53,0.91,991.51,0.0,0.62,9.21,17,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
2892,0.8,Uber,Financial District,Haymarket Square,5.5,1.0,d011f3e8-31f0-4882-8eed-86ee0a65b7dd,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:19.02.08,41.03,1.0,991.81,0.0,0.64,9.51,19,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
143,1.08,Uber,Northeastern University,Back Bay,10.5,1.0,803852e8-6da3-4679-aebc-09bb796c65e3,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:02.02.08,38.51,0.54,997.83,0.0,0.7,10.23,2,2018-11-29,Thursday,Accessible,1,0,0,0,0,0,0
1921,1.16,Uber,Theatre District,Haymarket Square,16.5,1.0,6241b4aa-42f2-4746-ace7-b4d1f800702e,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26:10.35.09,40.57,0.99,1014.86,0.0,0.95,2.05,10,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
331,2.84,Uber,Fenway,West End,9.5,1.0,cccc1663-df3f-409b-920d-33ed361ac689,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26:22.42.24,44.52,0.97,1007.96,0.017,0.88,9.61,22,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
1986,1.06,Lyft,North End,North Station,7.0,1.0,45287ae4-51cf-4c3c-bfa9-e846f0262b31,lyft,Lyft,2018-11-28:09.32.18,33.33,0.42,991.79,0.0,0.84,5.9,9,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
2438,1.02,Lyft,Haymarket Square,Financial District,3.5,1.0,86117908-5e4a-4661-b877-e5e5456e11e9,lyft_line,Shared,2018-11-29:01.27.05,36.74,0.58,997.47,0.0,0.76,10.52,1,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
3100,4.72,Uber,Financial District,Boston University,43.0,1.0,54eea35e-7e33-4b51-bf18-051d85df5f05,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:19.02.08,41.12,1.0,991.84,0.0,0.64,9.36,19,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
2993,1.76,Lyft,Haymarket Square,Theatre District,16.5,1.0,c2c1dd26-f6c4-4c3d-b235-93fadf958f9a,lyft_plus,Lyft XL,2018-11-26:05.36.26,40.5,0.89,1013.83,0.0,0.93,1.85,5,2018-11-26,Monday,XL,0,0,0,0,0,0,1
3788,3.14,Lyft,Fenway,North Station,19.5,1.0,a29081bd-1440-43e4-9bc7-c76d6d2b8c44,lyft_premier,Lux,2018-11-28:09.50.11,33.44,0.12,991.19,0.0,0.83,5.39,9,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
2618,0.56,Lyft,North Station,Haymarket Square,10.5,1.0,59fdf1a5-dd39-48ba-8150-513af1fefb8c,lyft_plus,Lyft XL,2018-11-28:07.31.37,35.03,0.15,991.76,0.0,0.8,6.64,7,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
2350,1.4,Lyft,Beacon Hill,Haymarket Square,13.5,1.0,3488d8a4-2865-4d1f-8bd6-49b9f094e071,lyft_premier,Lux,2018-11-28:20.32.07,40.85,1.0,993.18,0.0,0.66,9.8,20,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
1832,1.22,Uber,Northeastern University,Back Bay,26.5,1.0,3d4efca2-dd05-4b91-bd1b-60a5c10157a9,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:11.02.07,33.02,0.38,990.65,0.0,0.83,6.49,11,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
1821,0.55,Uber,South Station,Theatre District,6.5,1.0,4770dffe-7ec1-4d3f-9379-c54a7a35d739,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:06.41.41,37.35,0.61,1000.61,0.0,0.72,10.58,6,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
3616,1.14,Uber,Theatre District,Haymarket Square,16.5,1.0,08e47e1d-4e48-4354-a1bb-3ed8c5e2a840,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26:05.03.00,40.67,0.94,1013.75,0.0,0.92,2.98,5,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
3264,1.65,Uber,Beacon Hill,North End,13.0,1.0,1d7994bc-6bdd-41ae-8b15-e5d9018bcc86,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:22.32.09,40.1,0.8,994.64,0.0,0.66,10.1,22,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
2687,0.7,Lyft,Haymarket Square,North Station,3.0,1.0,503aa0e3-326a-4f1b-8696-4216f0ead298,lyft_line,Shared,2018-11-28:15.02.08,39.59,0.26,991.73,0.0,0.65,8.16,15,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
2283,1.97,Uber,Northeastern University,Beacon Hill,8.5,1.0,e906b371-f44c-49fc-a5c1-364d04cdfe43,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:01.02.08,38.69,0.71,997.13,0.0,0.71,9.91,1,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
2415,2.07,Lyft,South Station,North Station,13.5,1.0,cdb7dde0-6b8e-4bf3-b3b1-fdec98d6dc62,lyft_plus,Lyft XL,2018-11-26:19.35.10,45.79,0.91,1010.89,0.0,0.83,8.59,19,2018-11-26,Monday,XL,0,0,0,0,0,0,1
1672,3.28,Lyft,Northeastern University,North Station,38.5,1.0,d2faedf2-59b4-422f-9cfd-b46eceadfb94,lyft_luxsuv,Lux Black XL,2018-11-29:02.07.18,38.35,0.5,997.89,0.002,0.7,10.38,2,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
2780,2.38,Lyft,Beacon Hill,Fenway,22.5,1.25,1b21baa2-c0ea-4f09-97c2-96cbdb57ed52,lyft_premier,Lux,2018-11-28:13.32.07,37.97,0.55,991.86,0.0,0.69,6.53,13,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
1363,2.3,Lyft,Back Bay,Haymarket Square,13.5,1.0,890d499b-615b-4a33-9013-fa1eb71e2e23,lyft_plus,Lyft XL,2018-11-28:14.32.08,38.94,0.44,991.93,0.0,0.67,11.17,14,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
1609,2.32,Lyft,Fenway,Beacon Hill,13.5,1.0,82c19b25-0b0a-4f2c-9612-1517e7b84ea9,lyft_plus,Lyft XL,2018-11-28:09.32.18,33.49,0.42,991.8,0.0,0.84,5.89,9,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
576,1.01,Lyft,Haymarket Square,Financial District,5.0,1.0,48b2a2f4-9e85-4a70-9b30-24216ff67237,lyft_line,Shared,2018-11-26:09.29.09,42.06,1.0,1014.75,0.0,0.89,1.1,9,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
3601,1.86,Lyft,West End,South Station,7.0,1.0,f218c2ce-7ccf-4259-89cc-bb226fbbbeec,lyft_line,Shared,2018-11-28:13.02.07,36.98,0.64,991.56,0.0,0.7,6.67,13,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
2510,0.39,Uber,South Station,Financial District,16.0,1.0,cbabe379-036d-4111-a2a9-371a0feb0760,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:09.50.11,33.74,0.12,991.2,0.0,0.82,5.44,9,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
1232,2.32,Uber,Fenway,Beacon Hill,20.5,1.0,37590e36-747b-449c-865d-c2eff7504e47,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:11.02.07,32.97,0.37,990.64,0.0,0.83,6.51,11,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
1469,4.44,Uber,Financial District,Fenway,13.5,1.0,cc398b54-d93b-4e03-86be-0f78874b113d,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27:02.15.22,44.11,1.0,1003.08,0.117,0.91,13.58,2,2018-11-27,Tuesday,Accessible,1,0,0,0,0,0,0
2955,0.99,Uber,Financial District,Haymarket Square,7.0,1.0,00552d6f-c5fa-4006-962a-4613097afabe,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:17.06.23,41.38,0.91,991.51,0.002,0.63,9.34,17,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
3190,2.43,Lyft,Beacon Hill,Fenway,16.5,1.0,00423464-fb1b-4e96-9154-b55a00854181,lyft_premier,Lux,2018-11-28:17.02.07,41.49,0.91,991.51,0.0,0.62,9.19,17,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
1196,1.81,Uber,Northeastern University,Theatre District,24.0,1.0,7f54a9b0-f144-4498-8b3b-12b1f07fb5f9,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:19.05.10,45.77,0.97,1010.97,0.0,0.84,8.03,19,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
15,2.04,Uber,Back Bay,Haymarket Square,8.5,1.0,d4f733f4-5f1a-4848-8d60-43b358182fbe,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:18.32.08,41.26,0.99,991.7,0.0,0.64,10.27,18,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
3407,1.44,Lyft,Back Bay,Fenway,5.0,1.0,9cb0a074-6e38-40ca-be78-ffc3e45c3a82,lyft_line,Shared,2018-11-29:01.27.03,38.16,0.59,997.52,0.0,0.72,10.33,1,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
504,2.67,Uber,Boston University,Theatre District,22.5,1.0,8999fc8c-6a17-47ba-aae4-878b9bcae869,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:08.54.56,34.08,0.52,991.62,0.0,0.81,4.97,8,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
2549,1.36,Lyft,Beacon Hill,Haymarket Square,11.0,1.0,ad0ad658-5870-410c-810c-bc6adac7241f,lyft_plus,Lyft XL,2018-11-28:17.32.07,41.38,0.85,991.66,0.0,0.64,9.93,17,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
3201,1.0,Lyft,Haymarket Square,Financial District,13.5,1.0,7243ebbf-3528-403b-a4ea-43ed276cbfb3,lyft_premier,Lux,2018-11-29:00.37.34,38.07,0.77,996.78,0.0,0.7,11.11,0,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
2419,3.05,Uber,Fenway,North Station,29.5,1.0,3cb1ecca-1a28-4ed4-9dc7-ef0e2f3c804f,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:19.35.10,45.79,0.91,1010.89,0.0,0.83,8.59,19,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
3371,2.98,Uber,Theatre District,Boston University,33.0,1.0,96347738-0ca2-4d4f-a316-7a76e84452cf,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:01.09.23,38.65,0.68,997.26,0.0,0.71,9.92,1,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
1792,3.01,Uber,Boston University,North Station,11.5,1.0,cfdad6e0-d628-44de-ad70-c57924b2b661,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:01.02.08,38.66,0.7,997.12,0.0,0.71,9.92,1,2018-11-29,Thursday,Accessible,1,0,0,0,0,0,0
2554,2.3,Uber,Back Bay,Haymarket Square,20.5,1.0,cded4cc6-05de-4c91-82a3-c9a7366904fa,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:17.32.07,41.38,0.85,991.66,0.0,0.64,9.93,17,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
2381,2.01,Lyft,Theatre District,Northeastern University,13.5,1.0,860ee6a5-86fd-4a65-9b4b-00b5899de2c4,lyft_plus,Lyft XL,2018-11-26:07.11.17,41.05,0.98,1014.34,0.0,0.93,1.8,7,2018-11-26,Monday,XL,0,0,0,0,0,0,1
2061,1.19,Lyft,Theatre District,South Station,10.5,1.75,fdc32d3b-3413-436f-bc37-ec75dbde63d8,lyft,Lyft,2018-11-26:06.24.02,43.92,1.0,1014.18,0.0,0.81,1.38,6,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
3562,1.56,Lyft,Haymarket Square,North Station,34.0,1.25,036824e8-b1ce-46e0-bcc4-cf92048646d9,lyft_luxsuv,Lux Black XL,2018-11-26:10.05.10,40.79,1.0,1014.75,0.0,0.93,1.87,10,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
159,1.25,Lyft,Theatre District,Haymarket Square,19.5,1.0,ac0198ad-35c6-406e-99d0-e06c8c30ae39,lyft_lux,Lux Black,2018-11-26:06.49.45,41.13,0.98,1014.35,0.0,0.92,1.82,6,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
172,2.34,Uber,Back Bay,North End,32.0,1.0,99569855-ab02-4d8b-86d9-7645e8289d5b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:12.02.07,34.64,0.82,991.2,0.0,0.75,6.39,12,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
2617,0.42,Lyft,North Station,Haymarket Square,9.0,1.0,e6c975f0-4b9e-4f0f-9477-cdf28ddae2a6,lyft_plus,Lyft XL,2018-11-28:07.31.37,35.03,0.15,991.76,0.0,0.8,6.64,7,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
2295,1.45,Lyft,Back Bay,Northeastern University,10.5,1.0,a1beead7-07ed-4573-9fd8-8afdbc654053,lyft_plus,Lyft XL,2018-11-28:09.32.18,33.21,0.42,991.82,0.0,0.84,5.87,9,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
1222,1.21,Uber,North End,Financial District,16.0,1.0,f2acfc13-0670-42c3-a552-180069c0642c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:21.41.35,41.21,0.86,994.51,0.0,0.64,9.94,21,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
2931,3.19,Lyft,Fenway,North Station,16.5,1.0,272f7ac8-7cd4-4bcc-ad8c-ad5b2bfa90c1,lyft_plus,Lyft XL,2018-12-14:01.45.03,30.07,0.79,1035.03,0.0,0.69,2.28,1,2018-12-14,Friday,XL,0,0,0,0,0,0,1
1373,4.72,Uber,Financial District,Boston University,22.5,1.0,c0af394c-287a-42d2-bb02-16c32d7550b1,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26:06.29.02,40.45,1.0,1014.16,0.0,0.92,1.27,6,2018-11-26,Monday,XL,0,0,0,0,0,0,1
3394,7.34,Uber,North End,Back Bay,15.0,1.0,5a8875a6-fb77-4334-995c-bfec05fac13e,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:16.02.07,41.19,0.61,991.57,0.0,0.62,9.93,16,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
2757,0.61,Uber,West End,Haymarket Square,11.0,1.0,35b1a6df-5169-408f-890e-080262dd2387,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:12.02.07,34.61,0.82,991.2,0.0,0.75,6.38,12,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
270,0.66,Lyft,West End,Haymarket Square,3.5,1.0,ecaff493-15e1-48ab-8a73-40e9521e8912,lyft_line,Shared,2018-11-26:13.05.09,41.77,0.93,1015.39,0.0,0.91,3.54,13,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
